id,CGPA,Academic Pressure,Work Pressure,Study Satisfaction,Job Satisfaction,Work/Study Hours
10783,8.24,4.0,0.0,3.0,0.0,3.0
10786,8.96,3.0,0.0,4.0,0.0,9.0
10787,5.52,3.0,0.0,2.0,0.0,11.0
10790,5.32,4.0,0.0,3.0,0.0,12.0
10791,9.37,3.0,0.0,1.0,0.0,9.0
10795,6.47,3.0,0.0,2.0,0.0,6.0
10798,9.79,5.0,0.0,2.0,0.0,11.0
10800,8.17,5.0,0.0,1.0,0.0,0.0
10801,6.27,1.0,0.0,5.0,0.0,9.0
10802,9.63,4.0,0.0,4.0,0.0,9.0
10803,6.21,4.0,0.0,2.0,0.0,4.0
10805,5.48,4.0,0.0,4.0,0.0,8.0
10813,9.34,2.0,0.0,5.0,0.0,11.0
10820,9.95,5.0,0.0,2.0,0.0,10.0
10828,5.88,2.0,0.0,3.0,0.0,0.0
10831,9.21,3.0,0.0,4.0,0.0,6.0
10835,6.35,3.0,0.0,5.0,0.0,7.0
10840,5.12,5.0,0.0,1.0,0.0,6.0
10844,6.28,5.0,0.0,4.0,0.0,10.0
10854,8.74,1.0,0.0,3.0,0.0,8.0
10858,9.6,5.0,0.0,4.0,0.0,9.0
10864,8.59,2.0,0.0,3.0,0.0,5.0
10869,6.25,1.0,0.0,5.0,0.0,8.0
10872,8.74,5.0,0.0,2.0,0.0,12.0
10880,6.82,1.0,0.0,1.0,0.0,2.0
10893,5.74,5.0,0.0,2.0,0.0,11.0
10898,5.74,3.0,0.0,3.0,0.0,3.0
10901,8.95,1.0,0.0,4.0,0.0,11.0
10903,6.35,3.0,0.0,5.0,0.0,2.0
10904,6.38,5.0,0.0,4.0,0.0,1.0
10908,9.63,4.0,0.0,4.0,0.0,6.0
10910,7.51,1.0,0.0,1.0,0.0,5.0
10913,7.8,2.0,0.0,4.0,0.0,10.0
10916,7.04,5.0,0.0,3.0,0.0,5.0
10921,6.99,3.0,0.0,2.0,0.0,5.0
10924,9.41,4.0,0.0,1.0,0.0,0.0
10925,5.57,1.0,0.0,1.0,0.0,6.0
10926,7.85,1.0,0.0,5.0,0.0,8.0
10931,9.56,3.0,0.0,2.0,0.0,5.0
10938,7.1,3.0,0.0,4.0,0.0,11.0
10940,7.0,3.0,0.0,2.0,0.0,12.0
10952,7.03,2.0,0.0,3.0,0.0,3.0
10956,9.05,3.0,0.0,2.0,0.0,8.0
10963,6.89,1.0,0.0,4.0,0.0,3.0
10968,5.16,1.0,0.0,3.0,0.0,7.0
10975,5.76,4.0,0.0,2.0,0.0,9.0
10978,9.71,1.0,0.0,5.0,0.0,10.0
10988,8.04,3.0,0.0,3.0,0.0,10.0
10989,8.44,5.0,0.0,5.0,0.0,2.0
11003,9.21,3.0,0.0,1.0,0.0,10.0
11004,5.16,1.0,0.0,4.0,0.0,11.0
11007,7.28,3.0,0.0,2.0,0.0,10.0
11018,8.69,4.0,0.0,5.0,0.0,11.0
11021,9.21,5.0,0.0,2.0,0.0,10.0
11026,6.02,1.0,0.0,5.0,0.0,6.0
11028,9.21,1.0,0.0,5.0,0.0,8.0
11035,8.24,3.0,0.0,3.0,0.0,11.0
11043,9.21,1.0,0.0,4.0,0.0,11.0
11046,9.63,5.0,0.0,5.0,0.0,4.0
11047,7.47,1.0,0.0,2.0,0.0,8.0
11048,5.77,5.0,0.0,1.0,0.0,6.0
11054,8.93,1.0,0.0,3.0,0.0,5.0
11055,9.88,5.0,0.0,2.0,0.0,8.0
11056,9.41,2.0,0.0,3.0,0.0,11.0
11057,8.58,4.0,0.0,1.0,0.0,9.0
11058,6.86,1.0,0.0,2.0,0.0,0.0
11078,5.1,2.0,0.0,3.0,0.0,11.0
11085,5.66,5.0,0.0,2.0,0.0,10.0
11090,7.8,3.0,0.0,2.0,0.0,4.0
11092,8.95,3.0,0.0,2.0,0.0,10.0
11094,7.82,1.0,0.0,1.0,0.0,12.0
11095,6.17,3.0,0.0,4.0,0.0,6.0
11102,9.39,2.0,0.0,2.0,0.0,12.0
11105,9.24,5.0,0.0,2.0,0.0,6.0
11107,9.56,5.0,0.0,2.0,0.0,9.0
11108,6.65,3.0,0.0,2.0,0.0,3.0
11116,9.88,3.0,0.0,1.0,0.0,12.0
11132,7.3,5.0,0.0,4.0,0.0,0.0
11141,7.1,3.0,0.0,1.0,0.0,12.0
11145,6.99,4.0,0.0,1.0,0.0,6.0
11146,8.04,4.0,0.0,3.0,0.0,11.0
11153,5.89,3.0,0.0,5.0,0.0,4.0
11165,8.07,4.0,0.0,2.0,0.0,12.0
11167,8.64,4.0,0.0,5.0,0.0,7.0
11173,7.21,4.0,0.0,4.0,0.0,8.0
11175,5.42,5.0,0.0,5.0,0.0,12.0
11176,5.71,4.0,0.0,1.0,0.0,6.0
11181,8.91,3.0,0.0,1.0,0.0,1.0
11186,9.79,1.0,0.0,4.0,0.0,11.0
11191,7.06,3.0,0.0,4.0,0.0,11.0
11194,6.78,5.0,0.0,5.0,0.0,5.0
11197,5.82,5.0,0.0,5.0,0.0,12.0
11199,5.32,1.0,0.0,5.0,0.0,3.0
11223,9.96,3.0,0.0,2.0,0.0,4.0
11224,7.92,3.0,0.0,2.0,0.0,10.0
11226,9.34,3.0,0.0,5.0,0.0,10.0
11227,9.06,2.0,0.0,2.0,0.0,4.0
11228,8.95,3.0,0.0,3.0,0.0,0.0
11233,9.96,2.0,0.0,5.0,0.0,10.0
11253,5.12,4.0,0.0,3.0,0.0,11.0
11255,5.76,5.0,0.0,2.0,0.0,1.0
11261,7.09,2.0,0.0,5.0,0.0,5.0
11262,9.96,1.0,0.0,3.0,0.0,9.0
11272,9.49,5.0,0.0,2.0,0.0,5.0
11280,6.17,2.0,0.0,4.0,0.0,4.0
11287,5.88,5.0,0.0,1.0,0.0,10.0
11293,7.3,3.0,0.0,5.0,0.0,3.0
11294,8.95,4.0,0.0,2.0,0.0,11.0
11295,9.41,5.0,0.0,5.0,0.0,11.0
11297,7.09,5.0,0.0,2.0,0.0,10.0
11304,9.39,1.0,0.0,3.0,0.0,7.0
11308,9.11,3.0,0.0,4.0,0.0,5.0
11309,6.79,5.0,0.0,2.0,0.0,8.0
11313,7.48,2.0,0.0,3.0,0.0,11.0
11317,7.91,3.0,0.0,1.0,0.0,6.0
11325,7.94,3.0,0.0,3.0,0.0,7.0
11334,9.56,3.0,0.0,4.0,0.0,11.0
11336,9.91,3.0,0.0,4.0,0.0,10.0
11351,8.04,3.0,0.0,4.0,0.0,11.0
11363,9.24,4.0,0.0,2.0,0.0,5.0
11369,8.95,4.0,0.0,1.0,0.0,11.0
11374,7.87,5.0,0.0,5.0,0.0,8.0
11382,6.23,4.0,0.0,4.0,0.0,8.0
11387,7.74,4.0,0.0,1.0,0.0,5.0
11406,5.83,5.0,0.0,3.0,0.0,7.0
11407,5.32,3.0,0.0,3.0,0.0,10.0
11408,9.02,1.0,0.0,5.0,0.0,7.0
11409,8.59,4.0,0.0,3.0,0.0,7.0
11417,5.7,2.0,0.0,1.0,0.0,1.0
11429,9.86,3.0,0.0,4.0,0.0,9.0
11431,9.44,5.0,0.0,5.0,0.0,10.0
11432,7.09,3.0,0.0,3.0,0.0,7.0
11438,8.95,5.0,0.0,1.0,0.0,4.0
11452,6.21,3.0,0.0,4.0,0.0,2.0
11454,7.64,1.0,0.0,3.0,0.0,9.0
11461,8.53,1.0,0.0,4.0,0.0,12.0
11466,6.1,3.0,0.0,2.0,0.0,10.0
11468,5.39,4.0,0.0,2.0,0.0,6.0
11470,9.72,5.0,0.0,3.0,0.0,10.0
11473,7.07,3.0,0.0,5.0,0.0,4.0
11480,8.64,4.0,0.0,2.0,0.0,3.0
11488,6.99,1.0,0.0,4.0,0.0,8.0
11495,7.88,1.0,0.0,4.0,0.0,9.0
11499,8.04,5.0,0.0,4.0,0.0,10.0
11504,5.57,4.0,0.0,3.0,0.0,9.0
11515,5.7,5.0,0.0,1.0,0.0,9.0
11519,7.25,1.0,0.0,5.0,0.0,12.0
11527,6.41,5.0,0.0,4.0,0.0,2.0
11528,8.39,5.0,0.0,1.0,0.0,8.0
11533,5.76,5.0,0.0,1.0,0.0,7.0
11540,6.82,3.0,0.0,5.0,0.0,12.0
11542,6.1,2.0,0.0,4.0,0.0,8.0
11548,9.6,3.0,0.0,3.0,0.0,0.0
11552,9.93,4.0,0.0,1.0,0.0,11.0
11559,6.78,5.0,0.0,5.0,0.0,11.0
11568,9.86,3.0,0.0,2.0,0.0,7.0
11571,8.96,5.0,0.0,2.0,0.0,12.0
11574,6.21,4.0,0.0,1.0,0.0,5.0
11575,8.09,5.0,0.0,1.0,0.0,2.0
11587,9.88,4.0,0.0,4.0,0.0,12.0
11592,5.64,3.0,0.0,3.0,0.0,9.0
11598,6.38,4.0,0.0,3.0,0.0,10.0
11609,9.5,4.0,0.0,2.0,0.0,12.0
11619,7.32,4.0,0.0,1.0,0.0,7.0
11621,8.58,3.0,0.0,2.0,0.0,6.0
11629,7.8,4.0,0.0,2.0,0.0,6.0
11630,8.56,4.0,0.0,1.0,0.0,4.0
11646,8.38,1.0,0.0,5.0,0.0,11.0
11655,5.64,1.0,0.0,3.0,0.0,8.0
11662,9.96,1.0,0.0,2.0,0.0,4.0
11667,6.69,4.0,0.0,5.0,0.0,9.0
11668,8.25,4.0,0.0,3.0,0.0,12.0
11669,5.38,5.0,0.0,5.0,0.0,12.0
11676,8.25,1.0,0.0,2.0,0.0,12.0
11686,8.88,3.0,0.0,4.0,0.0,9.0
11693,8.44,4.0,0.0,1.0,0.0,6.0
11694,9.71,2.0,0.0,3.0,0.0,10.0
11698,8.58,3.0,0.0,5.0,0.0,4.0
11700,7.25,2.0,0.0,5.0,0.0,0.0
11704,9.42,1.0,0.0,1.0,0.0,0.0
11711,8.69,3.0,0.0,4.0,0.0,1.0
11716,8.04,3.0,0.0,4.0,0.0,3.0
11717,6.1,4.0,0.0,1.0,0.0,10.0
11720,7.77,1.0,0.0,4.0,0.0,9.0
11727,9.41,3.0,0.0,4.0,0.0,4.0
11731,5.64,3.0,0.0,2.0,0.0,7.0
11742,5.48,2.0,0.0,4.0,0.0,11.0
11758,7.88,4.0,0.0,3.0,0.0,12.0
11763,8.04,3.0,0.0,2.0,0.0,7.0
11765,5.68,5.0,0.0,2.0,0.0,12.0
11766,8.47,3.0,0.0,4.0,0.0,0.0
11769,8.46,3.0,0.0,1.0,0.0,0.0
11780,6.21,3.0,0.0,3.0,0.0,7.0
11782,7.04,3.0,0.0,2.0,0.0,12.0
11783,9.79,2.0,0.0,1.0,0.0,4.0
11785,6.02,5.0,0.0,3.0,0.0,10.0
11793,8.5,4.0,0.0,2.0,0.0,12.0
11796,6.17,1.0,0.0,1.0,0.0,10.0
11798,5.71,1.0,0.0,3.0,0.0,12.0
11801,6.83,3.0,0.0,1.0,0.0,5.0
11802,8.91,1.0,0.0,1.0,0.0,10.0
11811,8.96,4.0,0.0,3.0,0.0,8.0
11812,7.52,3.0,0.0,4.0,0.0,11.0
11814,9.96,4.0,0.0,4.0,0.0,4.0
11816,6.56,2.0,0.0,3.0,0.0,0.0
11821,7.26,5.0,0.0,2.0,0.0,10.0
11822,6.02,5.0,0.0,1.0,0.0,5.0
11824,9.67,1.0,0.0,5.0,0.0,9.0
11826,9.39,5.0,0.0,1.0,0.0,4.0
11827,5.12,1.0,0.0,2.0,0.0,6.0
11835,8.73,1.0,0.0,5.0,0.0,7.0
11842,8.42,2.0,0.0,2.0,0.0,10.0
11846,9.96,3.0,0.0,3.0,0.0,4.0
11853,7.25,4.0,0.0,4.0,0.0,12.0
11863,9.44,4.0,0.0,3.0,0.0,9.0
11867,8.04,3.0,0.0,1.0,0.0,10.0
11869,5.25,4.0,0.0,5.0,0.0,10.0
11881,9.41,5.0,0.0,2.0,0.0,3.0
11883,9.24,4.0,0.0,1.0,0.0,9.0
11885,9.96,1.0,0.0,4.0,0.0,0.0
11895,5.37,3.0,0.0,1.0,0.0,9.0
11902,9.72,1.0,0.0,3.0,0.0,6.0
11909,5.67,5.0,0.0,3.0,0.0,6.0
11925,8.98,5.0,0.0,4.0,0.0,1.0
11926,9.05,3.0,0.0,3.0,0.0,8.0
11935,9.93,1.0,0.0,2.0,0.0,12.0
11936,9.39,3.0,0.0,2.0,0.0,12.0
11949,5.37,5.0,0.0,1.0,0.0,6.0
11953,6.27,5.0,0.0,1.0,0.0,8.0
11959,5.7,5.0,0.0,4.0,0.0,7.0
11963,9.87,1.0,0.0,1.0,0.0,0.0
11969,5.81,5.0,0.0,1.0,0.0,11.0
11974,9.88,5.0,0.0,2.0,0.0,7.0
11984,9.04,3.0,0.0,4.0,0.0,11.0
11990,9.66,5.0,0.0,4.0,0.0,8.0
11995,8.17,5.0,0.0,2.0,0.0,8.0
11997,9.37,3.0,0.0,3.0,0.0,11.0
12005,7.64,4.0,0.0,2.0,0.0,12.0
12012,8.62,2.0,0.0,1.0,0.0,4.0
12016,9.44,3.0,0.0,5.0,0.0,1.0
12017,6.16,1.0,0.0,4.0,0.0,8.0
12020,5.51,2.0,0.0,4.0,0.0,10.0
12033,9.89,3.0,0.0,2.0,0.0,4.0
12035,9.44,4.0,0.0,3.0,0.0,3.0
12038,5.74,1.0,0.0,4.0,0.0,7.0
12046,5.57,3.0,0.0,4.0,0.0,11.0
12052,9.94,5.0,0.0,5.0,0.0,0.0
12053,9.89,5.0,0.0,5.0,0.0,11.0
12055,9.11,3.0,0.0,4.0,0.0,12.0
12056,9.71,1.0,0.0,4.0,0.0,5.0
12069,9.96,3.0,0.0,5.0,0.0,10.0
12070,8.17,3.0,0.0,1.0,0.0,7.0
12071,9.44,5.0,0.0,2.0,0.0,12.0
12072,8.24,4.0,0.0,1.0,0.0,6.0
12077,9.96,2.0,0.0,1.0,0.0,11.0
12081,9.44,5.0,0.0,2.0,0.0,6.0
12084,9.96,5.0,0.0,2.0,0.0,1.0
12091,8.59,1.0,0.0,3.0,0.0,12.0
12096,6.63,5.0,0.0,4.0,0.0,8.0
12099,5.58,4.0,0.0,1.0,0.0,12.0
12102,9.67,3.0,0.0,1.0,0.0,0.0
12112,5.85,5.0,0.0,5.0,0.0,9.0
12119,7.25,1.0,0.0,3.0,0.0,1.0
12122,9.4,5.0,0.0,3.0,0.0,8.0
12126,8.95,5.0,0.0,1.0,0.0,3.0
12127,9.06,5.0,0.0,2.0,0.0,7.0
12129,8.62,2.0,0.0,2.0,0.0,0.0
12133,7.77,3.0,0.0,1.0,0.0,4.0
12154,7.1,1.0,0.0,4.0,0.0,12.0
12156,8.35,5.0,0.0,2.0,0.0,10.0
12158,9.41,2.0,0.0,5.0,0.0,12.0
12160,9.93,5.0,0.0,1.0,0.0,10.0
12170,6.23,3.0,0.0,5.0,0.0,3.0
12172,9.95,1.0,0.0,1.0,0.0,12.0
12175,7.48,1.0,0.0,3.0,0.0,11.0
12177,5.58,3.0,0.0,3.0,0.0,12.0
12183,9.84,3.0,0.0,3.0,0.0,2.0
12185,6.28,1.0,0.0,1.0,0.0,0.0
12195,9.01,3.0,0.0,4.0,0.0,1.0
12201,8.04,1.0,0.0,2.0,0.0,11.0
12202,8.58,4.0,0.0,4.0,0.0,3.0
12204,7.53,1.0,0.0,4.0,0.0,6.0
12222,5.51,3.0,0.0,5.0,0.0,10.0
12223,9.69,5.0,0.0,2.0,0.0,6.0
12226,5.76,5.0,0.0,1.0,0.0,9.0
12230,7.8,1.0,0.0,1.0,0.0,8.0
12231,8.81,2.0,0.0,3.0,0.0,5.0
12237,5.74,3.0,0.0,4.0,0.0,10.0
12238,5.08,2.0,0.0,5.0,0.0,4.0
12241,5.66,5.0,0.0,5.0,0.0,7.0
12244,9.93,5.0,0.0,2.0,0.0,1.0
12246,8.62,3.0,0.0,3.0,0.0,4.0
12250,9.63,1.0,0.0,3.0,0.0,4.0
12252,8.17,3.0,0.0,3.0,0.0,6.0
12255,8.55,5.0,0.0,1.0,0.0,0.0
12262,5.57,5.0,0.0,1.0,0.0,11.0
12264,5.57,3.0,0.0,1.0,0.0,7.0
12265,7.25,3.0,0.0,5.0,0.0,7.0
12267,5.37,4.0,0.0,2.0,0.0,7.0
12275,8.97,3.0,0.0,2.0,0.0,3.0
12282,7.35,1.0,0.0,3.0,0.0,3.0
12292,9.5,4.0,0.0,2.0,0.0,3.0
12300,5.7,2.0,0.0,3.0,0.0,9.0
12303,8.03,2.0,0.0,4.0,0.0,6.0
12304,7.03,2.0,0.0,5.0,0.0,0.0
12305,7.52,3.0,0.0,5.0,0.0,0.0
12307,5.71,2.0,0.0,3.0,0.0,11.0
12311,9.96,5.0,0.0,1.0,0.0,6.0
12316,8.47,1.0,0.0,3.0,0.0,3.0
12327,7.25,2.0,0.0,1.0,0.0,6.0
12328,9.96,4.0,0.0,1.0,0.0,10.0
12330,9.91,3.0,0.0,1.0,0.0,6.0
12334,9.88,4.0,0.0,2.0,0.0,12.0
12338,5.76,3.0,0.0,4.0,0.0,8.0
12348,5.88,2.0,0.0,5.0,0.0,1.0
12355,7.52,1.0,0.0,3.0,0.0,0.0
12356,8.14,4.0,0.0,1.0,0.0,8.0
12360,7.25,2.0,0.0,4.0,0.0,9.0
12365,5.82,4.0,0.0,3.0,0.0,3.0
12372,5.11,1.0,0.0,5.0,0.0,6.0
12391,9.54,1.0,0.0,2.0,0.0,10.0
12392,5.88,3.0,0.0,3.0,0.0,9.0
12396,9.71,3.0,0.0,3.0,0.0,2.0
12401,7.5,5.0,0.0,4.0,0.0,8.0
12403,6.51,4.0,0.0,1.0,0.0,9.0
12414,9.79,1.0,0.0,2.0,0.0,11.0
12416,9.24,1.0,0.0,5.0,0.0,6.0
12423,5.74,5.0,0.0,2.0,0.0,4.0
12424,8.04,2.0,0.0,5.0,0.0,2.0
12425,8.5,5.0,0.0,2.0,0.0,0.0
12427,7.77,5.0,0.0,1.0,0.0,1.0
12431,8.04,3.0,0.0,1.0,0.0,12.0
12437,8.74,4.0,0.0,3.0,0.0,4.0
12439,6.33,4.0,0.0,3.0,0.0,3.0
12446,8.24,4.0,0.0,3.0,0.0,3.0
12449,7.83,3.0,0.0,1.0,0.0,9.0
12452,5.74,3.0,0.0,2.0,0.0,7.0
12459,6.27,5.0,0.0,2.0,0.0,12.0
12464,8.38,5.0,0.0,1.0,0.0,11.0
12475,6.69,1.0,0.0,2.0,0.0,0.0
12485,5.16,5.0,0.0,1.0,0.0,7.0
12496,5.56,1.0,0.0,4.0,0.0,9.0
12500,9.49,2.0,0.0,4.0,0.0,3.0
12506,9.44,5.0,0.0,2.0,0.0,5.0
12523,7.04,4.0,0.0,5.0,0.0,7.0
12528,6.1,2.0,0.0,4.0,0.0,12.0
12532,7.8,3.0,0.0,5.0,0.0,0.0
12533,5.61,3.0,0.0,1.0,0.0,9.0
12537,9.89,4.0,0.0,3.0,0.0,12.0
12559,7.53,4.0,0.0,3.0,0.0,12.0
12560,7.77,1.0,0.0,2.0,0.0,8.0
12562,7.74,4.0,0.0,1.0,0.0,9.0
12564,7.47,1.0,0.0,2.0,0.0,7.0
12568,8.14,4.0,0.0,2.0,0.0,10.0
12570,5.59,3.0,0.0,3.0,0.0,9.0
12577,8.14,1.0,0.0,2.0,0.0,0.0
12589,9.04,5.0,0.0,3.0,0.0,8.0
12598,7.38,5.0,0.0,1.0,0.0,8.0
12599,9.98,4.0,0.0,4.0,0.0,10.0
12602,9.6,5.0,0.0,2.0,0.0,7.0
12604,6.16,5.0,0.0,2.0,0.0,10.0
12611,5.87,3.0,0.0,5.0,0.0,0.0
12612,7.22,4.0,0.0,2.0,0.0,10.0
12613,7.77,1.0,0.0,4.0,0.0,3.0
12615,7.7,3.0,0.0,5.0,0.0,7.0
12617,6.41,1.0,0.0,5.0,0.0,11.0
12625,8.62,4.0,0.0,3.0,0.0,2.0
12636,6.69,1.0,0.0,1.0,0.0,0.0
12641,5.76,5.0,0.0,1.0,0.0,10.0
12643,7.94,2.0,0.0,4.0,0.0,9.0
12651,7.92,5.0,0.0,3.0,0.0,11.0
12655,9.93,3.0,0.0,1.0,0.0,12.0
12660,7.92,5.0,0.0,5.0,0.0,8.0
12663,8.96,3.0,0.0,1.0,0.0,7.0
12664,7.77,1.0,0.0,3.0,0.0,9.0
12669,8.27,3.0,0.0,4.0,0.0,5.0
12678,5.88,1.0,0.0,2.0,0.0,10.0
12697,7.38,4.0,0.0,1.0,0.0,11.0
12700,8.17,4.0,0.0,1.0,0.0,1.0
12704,7.21,1.0,0.0,1.0,0.0,12.0
12709,8.81,4.0,0.0,2.0,0.0,3.0
12712,6.61,3.0,0.0,3.0,0.0,2.0
12752,9.93,3.0,0.0,2.0,0.0,1.0
12756,6.51,4.0,0.0,3.0,0.0,10.0
12758,8.17,3.0,0.0,2.0,0.0,10.0
12762,7.37,2.0,0.0,5.0,0.0,12.0
12763,6.37,4.0,0.0,3.0,0.0,7.0
12769,5.12,4.0,0.0,4.0,0.0,2.0
12771,8.04,3.0,0.0,4.0,0.0,12.0
12773,7.47,5.0,0.0,1.0,0.0,8.0
12789,5.68,2.0,0.0,2.0,0.0,12.0
12795,6.25,4.0,0.0,1.0,0.0,8.0
12797,7.77,1.0,0.0,5.0,0.0,8.0
12802,8.24,4.0,0.0,5.0,0.0,1.0
12810,9.97,4.0,0.0,5.0,0.0,10.0
12817,6.08,3.0,0.0,5.0,0.0,3.0
12825,9.89,3.0,0.0,4.0,0.0,8.0
12826,7.53,1.0,0.0,3.0,0.0,11.0
12837,8.35,5.0,0.0,1.0,0.0,10.0
12849,9.54,2.0,0.0,4.0,0.0,3.0
12871,6.0,3.0,0.0,1.0,0.0,9.0
12873,8.21,3.0,0.0,4.0,0.0,11.0
12878,8.04,5.0,0.0,1.0,0.0,0.0
12880,6.36,4.0,0.0,2.0,0.0,12.0
12882,8.95,4.0,0.0,4.0,0.0,3.0
12887,8.74,4.0,0.0,4.0,0.0,1.0
12888,6.51,2.0,0.0,4.0,0.0,2.0
12889,8.38,3.0,0.0,4.0,0.0,12.0
12892,9.54,2.0,0.0,1.0,0.0,10.0
12898,7.47,4.0,0.0,4.0,0.0,11.0
12899,8.58,3.0,0.0,1.0,0.0,10.0
12903,7.15,3.0,0.0,4.0,0.0,9.0
12906,7.72,2.0,0.0,4.0,0.0,10.0
12915,8.35,4.0,0.0,3.0,0.0,5.0
12920,9.72,2.0,0.0,5.0,0.0,3.0
12923,8.81,2.0,0.0,4.0,0.0,11.0
12928,8.5,3.0,0.0,5.0,0.0,10.0
12932,7.11,5.0,0.0,4.0,0.0,8.0
12935,8.53,4.0,0.0,3.0,0.0,4.0
12939,7.38,5.0,0.0,3.0,0.0,8.0
12940,9.63,4.0,0.0,1.0,0.0,10.0
12944,8.74,2.0,0.0,4.0,0.0,10.0
12945,7.15,4.0,0.0,1.0,0.0,10.0
12946,6.0,2.0,0.0,3.0,0.0,0.0
12949,5.64,2.0,0.0,3.0,0.0,11.0
12950,5.64,3.0,0.0,1.0,0.0,9.0
12954,9.96,4.0,0.0,1.0,0.0,5.0
12958,5.46,3.0,0.0,1.0,0.0,7.0
12959,5.27,4.0,0.0,3.0,0.0,3.0
12967,5.82,5.0,0.0,3.0,0.0,12.0
12970,8.24,3.0,0.0,5.0,0.0,8.0
12972,10.0,3.0,0.0,1.0,0.0,3.0
12974,7.48,1.0,0.0,4.0,0.0,12.0
12982,8.91,1.0,0.0,3.0,0.0,8.0
12983,8.0,1.0,0.0,1.0,0.0,9.0
12985,5.56,1.0,0.0,1.0,0.0,3.0
13002,6.91,5.0,0.0,2.0,0.0,8.0
13005,5.37,3.0,0.0,4.0,0.0,11.0
13012,5.59,1.0,0.0,3.0,0.0,12.0
13013,6.02,5.0,0.0,2.0,0.0,8.0
13015,7.77,4.0,0.0,5.0,0.0,3.0
13018,8.9,5.0,0.0,2.0,0.0,11.0
13019,7.85,1.0,0.0,4.0,0.0,10.0
13020,9.54,5.0,0.0,1.0,0.0,9.0
13024,8.04,4.0,0.0,5.0,0.0,5.0
13026,6.25,3.0,0.0,2.0,0.0,8.0
13038,8.95,2.0,0.0,5.0,0.0,9.0
13040,8.58,3.0,0.0,4.0,0.0,8.0
13051,9.96,4.0,0.0,3.0,0.0,12.0
13054,5.27,5.0,0.0,2.0,0.0,9.0
13057,7.5,2.0,0.0,4.0,0.0,5.0
13068,9.67,3.0,0.0,2.0,0.0,6.0
13077,8.03,4.0,0.0,1.0,0.0,11.0
13081,7.13,1.0,0.0,3.0,0.0,9.0
13087,5.59,1.0,0.0,1.0,0.0,2.0
13094,5.74,2.0,0.0,3.0,0.0,12.0
13095,7.52,5.0,0.0,2.0,0.0,12.0
13096,5.74,2.0,0.0,3.0,0.0,1.0
13099,7.47,2.0,0.0,5.0,0.0,5.0
13103,8.14,4.0,0.0,4.0,0.0,7.0
13105,9.78,4.0,0.0,1.0,0.0,2.0
13109,9.39,1.0,0.0,2.0,0.0,9.0
13112,7.3,1.0,0.0,1.0,0.0,10.0
13116,6.83,5.0,0.0,1.0,0.0,8.0
13125,5.88,2.0,0.0,4.0,0.0,5.0
13126,9.69,5.0,0.0,1.0,0.0,0.0
13134,7.71,3.0,0.0,4.0,0.0,4.0
13141,9.97,5.0,0.0,1.0,0.0,7.0
13143,7.88,1.0,0.0,4.0,0.0,0.0
13160,7.71,3.0,0.0,1.0,0.0,0.0
13170,10.0,3.0,0.0,2.0,0.0,0.0
13172,8.54,4.0,0.0,3.0,0.0,10.0
13176,9.92,1.0,0.0,3.0,0.0,0.0
13182,7.5,3.0,0.0,5.0,0.0,11.0
13184,7.04,5.0,0.0,2.0,0.0,4.0
13189,7.21,1.0,0.0,3.0,0.0,12.0
13191,9.72,5.0,0.0,5.0,0.0,0.0
13193,9.84,3.0,0.0,3.0,0.0,10.0
13209,7.27,3.0,0.0,4.0,0.0,10.0
13213,8.62,3.0,0.0,3.0,0.0,3.0
13217,9.71,3.0,0.0,2.0,0.0,11.0
13223,5.56,5.0,0.0,2.0,0.0,8.0
13234,9.96,3.0,0.0,1.0,0.0,9.0
13244,6.41,5.0,0.0,1.0,0.0,10.0
13246,9.93,3.0,0.0,1.0,0.0,10.0
13249,8.63,3.0,0.0,5.0,0.0,6.0
13253,9.44,5.0,0.0,4.0,0.0,10.0
13255,6.63,3.0,0.0,2.0,0.0,12.0
13261,5.88,5.0,0.0,1.0,0.0,8.0
13263,6.21,1.0,0.0,3.0,0.0,6.0
13264,7.8,3.0,0.0,5.0,0.0,7.0
13278,9.74,4.0,0.0,1.0,0.0,7.0
13291,8.59,4.0,0.0,3.0,0.0,5.0
13292,7.8,3.0,0.0,4.0,0.0,3.0
13298,9.96,2.0,0.0,4.0,0.0,12.0
13301,8.69,4.0,0.0,5.0,0.0,1.0
13304,5.85,4.0,0.0,4.0,0.0,12.0
13308,7.09,5.0,0.0,1.0,0.0,5.0
13315,5.58,5.0,0.0,2.0,0.0,8.0
13318,8.69,4.0,0.0,1.0,0.0,0.0
13322,6.52,3.0,0.0,4.0,0.0,8.0
13329,9.63,5.0,0.0,3.0,0.0,11.0
13332,8.74,1.0,0.0,3.0,0.0,8.0
13345,6.05,3.0,0.0,1.0,0.0,8.0
13352,6.0,3.0,0.0,2.0,0.0,4.0
13358,9.88,5.0,0.0,2.0,0.0,1.0
13362,8.7,1.0,0.0,4.0,0.0,10.0
13363,7.35,5.0,0.0,1.0,0.0,9.0
13373,5.64,2.0,0.0,4.0,0.0,8.0
13377,5.98,2.0,0.0,3.0,0.0,11.0
13387,9.93,1.0,0.0,1.0,0.0,10.0
13388,6.37,1.0,0.0,3.0,0.0,8.0
13393,8.35,3.0,0.0,4.0,0.0,10.0
13395,9.21,4.0,0.0,2.0,0.0,1.0
13396,8.39,2.0,0.0,2.0,0.0,1.0
13400,5.82,5.0,0.0,3.0,0.0,2.0
