id,Gender,Age,City,Profession,Degree
18724,Male,23.0,Jaipur,Student,B.Com
18727,Female,24.0,Faridabad,Student,'Class 12'
18731,Female,30.0,Ludhiana,Student,B.Com
18740,Male,33.0,Ludhiana,Student,BCA
18741,Female,28.0,Srinagar,Student,MBBS
18743,Male,28.0,Lucknow,Student,B.Ed
18753,Female,29.0,Rajkot,Student,M.Tech
18760,Male,18.0,Vasai-Virar,Student,'Class 12'
18767,Female,25.0,Srinagar,Student,BE
18777,Male,28.0,Varanasi,Student,B.Com
18780,Female,23.0,Meerut,Student,B.Tech
18781,Male,21.0,Kalyan,Student,BCA
18787,Female,30.0,Ludhiana,Student,B.Pharm
18793,Female,32.0,Meerut,Student,LLM
18808,Male,30.0,Hyderabad,Student,MD
18811,Male,24.0,Thane,Student,MSc
18814,Female,26.0,Delhi,Student,BA
18824,Male,31.0,Ludhiana,Student,B.Com
18829,Female,19.0,Delhi,Student,'Class 12'
18836,Female,22.0,Kolkata,Student,BBA
18837,Female,25.0,Thane,Student,M.Tech
18841,Male,28.0,Meerut,Student,M.Tech
18849,Female,20.0,Hyderabad,Student,'Class 12'
18862,Female,23.0,Vasai-Virar,Student,LLB
18865,Male,24.0,Ghaziabad,Student,B.Arch
18868,Male,34.0,Vasai-Virar,Student,LLM
18874,Male,30.0,Srinagar,Student,B.Pharm
18881,Female,20.0,Agra,Student,'Class 12'
18884,Female,31.0,Vasai-Virar,Student,BSc
18885,Male,19.0,Jaipur,Student,'Class 12'
18891,Male,28.0,Varanasi,Student,B.Ed
18893,Male,20.0,Chennai,Student,'Class 12'
18896,Male,26.0,Thane,Student,B.Tech
18899,Male,21.0,Hyderabad,Student,B.Arch
18908,Male,23.0,Visakhapatnam,Student,MD
18918,Male,19.0,Chennai,Student,'Class 12'
18923,Female,29.0,Patna,Student,B.Tech
18925,Male,27.0,Ahmedabad,Student,BSc
18934,Female,31.0,Ghaziabad,Student,LLB
18937,Female,29.0,Pune,Student,MBA
18943,Male,31.0,Lucknow,Student,B.Ed
18948,Male,20.0,Mumbai,Student,'Class 12'
18956,Female,26.0,Chennai,Student,M.Tech
18957,Male,27.0,Meerut,Student,B.Tech
18958,Female,19.0,Delhi,Student,'Class 12'
18959,Female,28.0,Srinagar,Student,PhD
18960,Male,20.0,Rajkot,Student,'Class 12'
18961,Male,34.0,Patna,Student,LLM
18962,Male,23.0,Meerut,Student,B.Tech
18965,Male,26.0,Vasai-Virar,Student,B.Arch
18966,Male,23.0,Bhopal,Student,MSc
18969,Male,33.0,Kanpur,Student,M.Com
18972,Male,29.0,Bhopal,Student,BA
18973,Female,18.0,Indore,Student,'Class 12'
18974,Male,19.0,Bangalore,Student,'Class 12'
18983,Male,18.0,Chennai,Student,'Class 12'
18986,Female,33.0,Lucknow,Student,B.Ed
19008,Female,33.0,Kalyan,Student,MBBS
19010,Male,28.0,Thane,Student,PhD
19013,Male,20.0,Hyderabad,Student,'Class 12'
19015,Male,33.0,Vasai-Virar,Student,BBA
19016,Male,24.0,Pune,Student,B.Ed
19017,Male,32.0,Hyderabad,Student,MD
19027,Male,32.0,Bangalore,Student,BE
19034,Female,28.0,Kalyan,Student,M.Ed
19035,Female,24.0,Surat,Student,BSc
19038,Male,28.0,Hyderabad,Student,MD
19044,Female,32.0,Visakhapatnam,Student,LLM
19048,Female,23.0,Pune,Student,MCA
19051,Female,18.0,Agra,Student,BA
19055,Female,26.0,Chennai,Student,BE
19059,Male,28.0,Visakhapatnam,Student,MSc
19061,Female,20.0,Srinagar,Student,'Class 12'
19065,Female,19.0,Vasai-Virar,Student,'Class 12'
19070,Female,26.0,Patna,Student,B.Com
19072,Male,25.0,Ghaziabad,Student,'Class 12'
19073,Male,18.0,Faridabad,Student,'Class 12'
19089,Male,26.0,Thane,Student,BCA
19090,Female,29.0,Kalyan,Student,B.Tech
19113,Male,26.0,Vadodara,Student,B.Ed
19116,Male,33.0,Ludhiana,Student,M.Com
19118,Female,28.0,Hyderabad,Student,BCA
19126,Male,29.0,Lucknow,Student,M.Ed
19129,Male,24.0,Kolkata,Student,M.Com
19130,Female,18.0,Chennai,Student,'Class 12'
19131,Male,20.0,Visakhapatnam,Student,'Class 12'
19136,Female,34.0,Lucknow,Student,B.Ed
19138,Male,28.0,Pune,Student,BHM
19143,Male,28.0,Kalyan,Student,MSc
19154,Male,18.0,Agra,Student,'Class 12'
19159,Male,28.0,Nashik,Student,B.Pharm
19160,Male,25.0,Kalyan,Student,B.Com
19161,Female,21.0,Bhopal,Student,BA
19163,Female,28.0,Vasai-Virar,Student,BHM
19164,Male,27.0,Delhi,Student,MA
19165,Male,30.0,Lucknow,Student,B.Arch
19177,Female,25.0,Visakhapatnam,Student,B.Ed
19187,Male,26.0,Varanasi,Student,M.Tech
19191,Male,19.0,Srinagar,Student,'Class 12'
19197,Female,24.0,Indore,Student,M.Tech
19204,Male,25.0,Rajkot,Student,B.Tech
19208,Female,27.0,Agra,Student,B.Arch
19211,Female,30.0,Patna,Student,LLM
19226,Male,31.0,Rajkot,Teacher,MD
19240,Female,20.0,Jaipur,Student,'Class 12'
19257,Female,30.0,Hyderabad,Student,M.Pharm
19260,Male,32.0,Ghaziabad,Student,B.Arch
19264,Female,33.0,Varanasi,Student,B.Com
19269,Male,31.0,Kalyan,Student,B.Ed
19270,Male,32.0,Ghaziabad,Student,BCA
19279,Female,20.0,Mumbai,Student,'Class 12'
19286,Male,33.0,Bhopal,Student,'Class 12'
19292,Male,34.0,Varanasi,Student,M.Com
19297,Female,30.0,Mumbai,Student,BE
19307,Female,19.0,Vasai-Virar,Student,'Class 12'
19311,Female,31.0,Vadodara,Student,LLM
19334,Male,28.0,Agra,Student,BCA
19341,Male,18.0,Hyderabad,Student,'Class 12'
19347,Female,23.0,Rajkot,Student,MA
19354,Male,24.0,Vasai-Virar,Student,BHM
19355,Female,28.0,Ahmedabad,Student,B.Arch
19369,Male,20.0,Ludhiana,Student,'Class 12'
19370,Male,20.0,Bangalore,Student,'Class 12'
19377,Male,18.0,Varanasi,Student,'Class 12'
19380,Male,32.0,Delhi,Student,BCA
19382,Male,29.0,Faridabad,Student,MSc
19383,Female,31.0,Jaipur,Student,MCA
19393,Female,24.0,Indore,Student,B.Com
19402,Female,30.0,Vasai-Virar,Student,BHM
19406,Female,30.0,Ahmedabad,Student,PhD
19409,Male,23.0,Surat,Student,B.Pharm
19411,Male,33.0,Indore,Student,B.Ed
19413,Female,21.0,Indore,Student,M.Tech
19414,Male,30.0,Thane,Student,MHM
19417,Female,24.0,Srinagar,Student,'Class 12'
19420,Male,31.0,Bhopal,Student,MBBS
19429,Female,31.0,Vadodara,Student,MBA
19433,Female,25.0,Kolkata,Student,BBA
19436,Female,18.0,Visakhapatnam,Student,'Class 12'
19437,Male,27.0,Chennai,Student,B.Ed
19439,Male,26.0,Varanasi,Student,LLB
19448,Female,19.0,Agra,Student,'Class 12'
19453,Female,31.0,Srinagar,Student,MD
19467,Male,24.0,Delhi,Student,BBA
19471,Female,30.0,Hyderabad,Student,M.Ed
19474,Female,24.0,Visakhapatnam,Student,LLB
19476,Male,18.0,Ahmedabad,Student,'Class 12'
19477,Male,25.0,Srinagar,Student,MHM
19482,Male,23.0,Meerut,Student,B.Ed
19484,Male,33.0,Jaipur,Student,MSc
19488,Male,23.0,Jaipur,Student,BHM
19493,Male,24.0,Lucknow,Student,MBBS
19502,Male,27.0,Hyderabad,Student,BE
19504,Male,32.0,Lucknow,Student,ME
19509,Male,32.0,Mumbai,Student,M.Pharm
19513,Male,24.0,Mumbai,Student,BSc
19518,Male,19.0,Nagpur,Student,'Class 12'
19522,Male,31.0,Patna,Student,M.Ed
19526,Female,34.0,Thane,Student,MHM
19527,Female,26.0,Meerut,Student,LLM
19530,Male,18.0,Kalyan,Student,'Class 12'
19537,Female,22.0,Surat,Student,MCA
19539,Male,27.0,Jaipur,Student,BE
19546,Male,20.0,Ludhiana,Student,'Class 12'
19553,Male,27.0,Vasai-Virar,Student,MSc
19556,Male,19.0,Delhi,Student,'Class 12'
19569,Female,34.0,Agra,Student,B.Ed
19572,Male,22.0,Ghaziabad,Student,MBA
19581,Male,26.0,Ahmedabad,Student,'Class 12'
19583,Male,18.0,Bangalore,Student,'Class 12'
19598,Male,24.0,Hyderabad,Student,B.Arch
19603,Female,34.0,Vasai-Virar,Student,B.Com
19604,Female,29.0,Vasai-Virar,Student,ME
19605,Male,26.0,Patna,Student,B.Pharm
19611,Female,18.0,Patna,Student,'Class 12'
19614,Female,19.0,Bangalore,Student,'Class 12'
19617,Male,23.0,Pune,Student,BSc
19618,Female,30.0,Pune,Student,B.Ed
19625,Male,21.0,Surat,Student,B.Com
19631,Female,32.0,Patna,Student,MBBS
19632,Male,23.0,Kanpur,Student,B.Tech
19633,Male,23.0,Ghaziabad,Student,B.Ed
19635,Female,27.0,Patna,Student,MBBS
19642,Female,31.0,Delhi,Student,LLB
19643,Male,20.0,Surat,Student,'Class 12'
19646,Male,32.0,Rajkot,Student,BBA
19652,Female,24.0,Hyderabad,Student,B.Pharm
19660,Male,24.0,Patna,Student,B.Pharm
19664,Male,27.0,Vadodara,Student,MBBS
19668,Male,19.0,Agra,Student,'Class 12'
19671,Male,22.0,Thane,Student,MA
19672,Male,32.0,Bhopal,Student,MSc
19677,Male,21.0,Vasai-Virar,Student,BCA
19686,Male,32.0,Nagpur,Student,B.Ed
19687,Female,20.0,Delhi,Student,'Class 12'
19698,Male,19.0,Hyderabad,Student,'Class 12'
19701,Male,19.0,Rajkot,Student,'Class 12'
19704,Female,28.0,Patna,Student,B.Ed
19706,Male,18.0,Kalyan,Student,'Class 12'
19708,Female,33.0,Pune,Student,B.Ed
19721,Female,27.0,Lucknow,Student,B.Ed
19727,Male,20.0,Hyderabad,Student,'Class 12'
19733,Female,25.0,Indore,Student,BA
19736,Male,24.0,Lucknow,Student,MA
19737,Male,21.0,Surat,Student,B.Arch
19743,Male,26.0,Lucknow,Student,B.Com
19748,Female,27.0,Hyderabad,Student,M.Pharm
19751,Female,18.0,Bhopal,Student,'Class 12'
19761,Male,31.0,Thane,Student,M.Com
19762,Female,20.0,Srinagar,Student,'Class 12'
19770,Male,33.0,Meerut,Student,B.Tech
19777,Male,23.0,Pune,Student,M.Tech
19784,Male,18.0,Nashik,Student,'Class 12'
19785,Male,19.0,Kalyan,Student,'Class 12'
19791,Female,25.0,Bhopal,Student,MSc
19794,Female,19.0,Kalyan,Student,'Class 12'
19795,Female,28.0,Lucknow,Student,MBBS
19796,Female,29.0,Surat,Student,MCA
19797,Female,24.0,Kalyan,Student,B.Com
19800,Female,28.0,Varanasi,Student,LLM
19804,Male,29.0,Kolkata,Student,M.Pharm
19808,Male,20.0,Pune,Student,'Class 12'
19813,Female,23.0,Mumbai,Student,BBA
19815,Male,33.0,Nagpur,Student,BHM
19826,Female,24.0,Rajkot,Student,LLM
19835,Female,27.0,Agra,Student,MCA
19846,Female,20.0,Pune,Student,'Class 12'
19848,Male,21.0,Mumbai,Student,MSc
19850,Male,18.0,Ahmedabad,Student,'Class 12'
19853,Male,18.0,Vasai-Virar,Student,'Class 12'
19857,Male,29.0,Kalyan,Student,MSc
19858,Male,18.0,Kalyan,Student,'Class 12'
19862,Male,23.0,Meerut,Student,B.Tech
19865,Male,33.0,Meerut,Student,M.Ed
19869,Male,18.0,Bangalore,Student,'Class 12'
19874,Female,29.0,Srinagar,Student,B.Ed
19876,Male,32.0,Hyderabad,Student,B.Tech
19885,Female,27.0,Visakhapatnam,Student,LLB
19886,Male,34.0,Vadodara,Student,BBA
19888,Female,24.0,Hyderabad,Student,B.Arch
19889,Male,34.0,Lucknow,Student,BBA
19892,Male,20.0,Delhi,Student,'Class 12'
19898,Female,20.0,Indore,Student,'Class 12'
19899,Male,20.0,Meerut,Student,'Class 12'
19902,Female,32.0,Chennai,Student,MA
19913,Female,28.0,Rajkot,Student,MHM
19915,Female,27.0,Ludhiana,Student,M.Tech
19921,Male,18.0,Vasai-Virar,Student,'Class 12'
19922,Female,21.0,Srinagar,Student,B.Arch
19935,Male,28.0,Jaipur,Student,B.Ed
19948,Male,30.0,Lucknow,Student,LLM
19958,Male,24.0,Kalyan,Student,BA
19962,Male,20.0,Hyderabad,Student,'Class 12'
19967,Female,26.0,Surat,Student,PhD
19968,Male,20.0,Indore,Student,'Class 12'
19973,Male,34.0,Kalyan,Student,MSc
19976,Male,19.0,Meerut,Student,'Class 12'
19992,Male,26.0,Agra,Student,MCA
19994,Male,32.0,Hyderabad,Student,MD
20001,Male,20.0,Kalyan,Student,'Class 12'
20012,Female,28.0,Meerut,Student,B.Ed
20018,Male,19.0,Rajkot,Student,'Class 12'
20020,Female,34.0,Delhi,Student,B.Com
20023,Female,21.0,Chennai,Student,M.Com
20047,Female,27.0,Thane,Student,BSc
20049,Female,24.0,Kolkata,Student,MA
20052,Male,28.0,Ludhiana,Student,B.Com
20053,Male,20.0,Chennai,Student,'Class 12'
20057,Male,28.0,Patna,Student,B.Ed
20059,Female,28.0,Ludhiana,Student,B.Arch
20073,Female,23.0,Bhopal,Student,BHM
20081,Female,31.0,Meerut,Student,MBA
20093,Male,19.0,Patna,Student,'Class 12'
20097,Male,28.0,Bhopal,Student,B.Com
20099,Female,21.0,Visakhapatnam,Student,BCA
20109,Female,24.0,Srinagar,Student,BSc
20110,Male,33.0,Ludhiana,Student,LLB
20112,Male,32.0,Jaipur,Student,MA
20115,Male,32.0,Bhopal,Student,MCA
20118,Male,29.0,Nashik,Student,BCA
20122,Male,28.0,Vasai-Virar,Student,ME
20128,Male,28.0,Lucknow,Student,ME
20135,Male,18.0,Rajkot,Student,'Class 12'
20136,Male,32.0,Jaipur,Student,B.Tech
20145,Male,19.0,Pune,Student,'Class 12'
20147,Male,20.0,Mumbai,Student,'Class 12'
20154,Female,26.0,Vasai-Virar,Student,BBA
20157,Male,23.0,Kalyan,Student,BSc
20159,Female,33.0,Hyderabad,Student,BHM
20161,Male,33.0,Srinagar,Student,M.Pharm
20162,Female,26.0,Jaipur,Student,B.Ed
20164,Male,21.0,Agra,Student,B.Arch
20170,Male,19.0,Meerut,Student,'Class 12'
20171,Male,32.0,Bangalore,Student,B.Ed
20177,Female,25.0,Vasai-Virar,Student,BHM
20178,Female,27.0,Jaipur,Student,BHM
20186,Male,26.0,Jaipur,Student,PhD
20192,Male,26.0,Thane,Student,B.Com
20194,Male,28.0,Rajkot,Student,BHM
20206,Female,31.0,Faridabad,Student,MD
20218,Female,30.0,Agra,Student,BSc
20227,Female,30.0,Kalyan,Student,BA
20228,Male,28.0,Ludhiana,Student,B.Arch
20229,Male,29.0,Kalyan,Student,BSc
20234,Male,22.0,Nashik,Student,MBA
20238,Male,20.0,Ludhiana,Student,'Class 12'
20241,Female,31.0,Visakhapatnam,Student,B.Ed
20248,Male,18.0,Ludhiana,Student,'Class 12'
20253,Male,21.0,Kolkata,Student,B.Ed
20258,Male,31.0,Jaipur,Student,MCA
20261,Female,21.0,Surat,Student,B.Arch
20268,Male,34.0,Hyderabad,Student,MSc
20271,Male,20.0,Pune,Student,'Class 12'
20277,Male,22.0,Bhopal,Student,B.Pharm
20279,Female,30.0,Nagpur,Student,M.Ed
20280,Male,20.0,Rajkot,Student,'Class 12'
20283,Male,18.0,Surat,Student,'Class 12'
20296,Male,32.0,Agra,Student,B.Ed
20299,Male,20.0,Bangalore,Student,'Class 12'
20302,Male,34.0,Patna,Student,MBBS
20304,Male,26.0,Surat,Student,M.Tech
20313,Female,33.0,Vasai-Virar,Student,M.Ed
20315,Female,20.0,Visakhapatnam,Student,'Class 12'
20316,Male,22.0,Agra,Student,BA
20319,Male,26.0,Ahmedabad,Student,MA
20324,Female,21.0,Delhi,Student,B.Tech
20326,Female,20.0,Patna,Student,'Class 12'
20334,Female,30.0,Mumbai,Student,LLM
20344,Male,27.0,Surat,Student,B.Ed
20345,Male,22.0,Agra,Student,BCA
20347,Female,23.0,Chennai,Student,BBA
20356,Male,25.0,Patna,Student,B.Com
20357,Male,33.0,Delhi,Student,B.Ed
20400,Male,20.0,Pune,Student,'Class 12'
20402,Male,23.0,Patna,Student,BSc
20405,Female,20.0,Vasai-Virar,Student,'Class 12'
20410,Female,33.0,Pune,Student,BBA
20421,Female,27.0,Vasai-Virar,Student,B.Ed
20425,Male,29.0,Jaipur,Student,LLB
20427,Male,25.0,Bhopal,Student,MD
20437,Male,23.0,Rajkot,Student,B.Com
20443,Female,22.0,Kalyan,Student,B.Arch
20449,Male,26.0,Ahmedabad,Student,B.Ed
20450,Female,23.0,Thane,Student,B.Arch
20451,Female,24.0,Faridabad,Student,BA
20457,Female,33.0,Indore,Student,B.Pharm
20462,Male,18.0,Agra,Student,'Class 12'
20470,Female,19.0,Mumbai,Student,'Class 12'
20472,Female,27.0,Hyderabad,Student,BCA
20475,Male,20.0,Lucknow,Student,'Class 12'
20476,Female,25.0,Srinagar,Student,M.Ed
20494,Male,18.0,Lucknow,Student,'Class 12'
20502,Male,24.0,Mumbai,Student,B.Pharm
20505,Male,19.0,Rajkot,Student,'Class 12'
20509,Female,24.0,Surat,Student,MSc
20512,Female,29.0,Hyderabad,Student,MA
20513,Male,24.0,Kolkata,Student,MSc
20515,Male,31.0,Bangalore,Student,MD
20519,Female,26.0,Delhi,Student,MA
20528,Female,31.0,Jaipur,Student,BE
20530,Female,25.0,Kanpur,Student,B.Arch
20534,Male,20.0,Surat,Student,'Class 12'
20539,Female,25.0,Meerut,Student,B.Ed
20544,Male,22.0,Varanasi,Student,MSc
20550,Male,21.0,Vadodara,Student,B.Com
20552,Female,20.0,Bhopal,Student,'Class 12'
20553,Female,28.0,Srinagar,Student,BHM
20557,Male,18.0,Surat,Student,'Class 12'
20566,Male,25.0,Pune,Student,B.Arch
20567,Female,27.0,Agra,Student,M.Com
20572,Female,24.0,Vasai-Virar,Student,BA
20584,Male,25.0,Chennai,Student,BHM
20589,Male,18.0,Thane,Student,'Class 12'
20595,Male,29.0,Vadodara,Student,M.Ed
20602,Female,18.0,Nashik,Student,'Class 12'
20604,Female,33.0,Jaipur,Student,MA
20605,Male,34.0,Srinagar,Student,LLM
20614,Male,31.0,Kolkata,Student,'Class 12'
20617,Male,22.0,Lucknow,Student,MBA
20620,Male,28.0,Varanasi,Student,B.Com
20623,Female,25.0,Surat,Student,B.Pharm
20625,Female,25.0,Hyderabad,Student,M.Tech
20628,Male,30.0,Surat,Student,BHM
20630,Female,23.0,Srinagar,Student,BHM
20635,Male,28.0,Ghaziabad,Student,BCA
20636,Male,18.0,Ahmedabad,Student,'Class 12'
20642,Female,29.0,Vadodara,Student,ME
20656,Male,23.0,Nashik,Student,B.Tech
20657,Male,28.0,Delhi,Student,MD
20659,Male,19.0,Kolkata,Student,Others
20661,Female,28.0,Delhi,Student,PhD
20665,Male,27.0,Lucknow,Student,B.Ed
20666,Male,28.0,Bhopal,Student,MSc
20672,Male,33.0,Nashik,Student,B.Arch
20678,Male,19.0,Vasai-Virar,Student,'Class 12'
20680,Male,23.0,Hyderabad,Student,M.Tech
20682,Male,31.0,Lucknow,Student,B.Ed
20685,Male,34.0,Nagpur,Student,BCA
20696,Female,33.0,Kolkata,Student,B.Arch
20698,Female,20.0,Delhi,Student,'Class 12'
20706,Male,21.0,Ludhiana,Student,MA
20717,Female,18.0,Meerut,Student,'Class 12'
20721,Female,19.0,Vadodara,Student,'Class 12'
20722,Female,20.0,Ludhiana,Student,'Class 12'
20723,Female,30.0,Lucknow,Student,BHM
20724,Male,29.0,Kanpur,Student,'Class 12'
20728,Female,24.0,Delhi,Student,B.Pharm
20744,Male,18.0,Hyderabad,Student,'Class 12'
20749,Male,32.0,Hyderabad,Student,MCA
20753,Female,21.0,Jaipur,Student,PhD
20754,Male,31.0,Ghaziabad,Student,M.Com
20756,Female,23.0,Kalyan,Student,BCA
20761,Male,27.0,Hyderabad,Student,MSc
20767,Female,23.0,Pune,Student,BBA
20771,Female,31.0,Kalyan,Student,MBBS
20776,Female,24.0,Faridabad,Student,B.Ed
20786,Male,33.0,Patna,Student,BA
20787,Female,21.0,Kalyan,Student,B.Ed
20788,Female,23.0,Surat,Student,B.Com
20792,Female,29.0,Ludhiana,Student,B.Pharm
20802,Female,34.0,Ahmedabad,Student,B.Arch
20804,Female,21.0,Kalyan,Student,MSc
20805,Male,32.0,Srinagar,Student,BCA
20807,Male,33.0,Srinagar,Student,B.Tech
20810,Female,21.0,Chennai,Student,BCA
20819,Female,22.0,Hyderabad,Student,BCA
20820,Male,28.0,Rajkot,Student,MA
20824,Female,18.0,Bhopal,Student,'Class 12'
20828,Male,24.0,Chennai,Student,B.Arch
20831,Male,34.0,Visakhapatnam,Student,MSc
20835,Male,26.0,Meerut,Student,B.Com
20842,Male,32.0,Srinagar,Student,B.Com
20848,Male,21.0,Agra,Student,M.Com
20852,Male,33.0,Lucknow,Student,B.Ed
20862,Female,32.0,Agra,Student,M.Tech
20867,Male,20.0,Srinagar,Student,'Class 12'
20874,Male,31.0,Vasai-Virar,Student,B.Ed
20889,Female,32.0,Kanpur,Student,BA
20890,Female,27.0,Delhi,Student,MBA
20895,Female,29.0,Ghaziabad,Student,LLM
20898,Male,29.0,Ahmedabad,Student,M.Ed
20902,Male,33.0,Kolkata,Student,M.Pharm
20903,Female,19.0,Varanasi,Student,'Class 12'
20909,Female,28.0,Bangalore,Student,LLB
20917,Male,25.0,Agra,Student,MBA
20920,Male,27.0,Rajkot,Student,PhD
20936,Female,22.0,Patna,Student,B.Com
20937,Male,18.0,Surat,Student,'Class 12'
20950,Male,33.0,Nagpur,Student,BHM
20952,Female,20.0,Chennai,Student,'Class 12'
20953,Male,24.0,Srinagar,Student,B.Pharm
20956,Female,27.0,Kalyan,Student,MSc
20957,Male,31.0,Pune,Student,M.Ed
20973,Male,20.0,Hyderabad,Student,'Class 12'
20980,Male,29.0,Lucknow,Student,MA
20981,Female,29.0,Vadodara,Student,BA
20990,Male,30.0,Mumbai,Student,LLM
20993,Male,33.0,Ludhiana,Student,BSc
20999,Male,24.0,Srinagar,Student,BSc
21004,Male,28.0,Vasai-Virar,Student,ME
21007,Male,30.0,Patna,Student,MD
21009,Male,20.0,Lucknow,Student,'Class 12'
21011,Male,32.0,Kalyan,Student,B.Ed
21012,Female,33.0,Jaipur,Student,B.Ed
21023,Female,20.0,Srinagar,Student,'Class 12'
21030,Female,34.0,Nashik,Student,M.Com
21033,Male,28.0,Indore,Student,MSc
21035,Male,23.0,Faridabad,Student,B.Ed
21037,Male,33.0,Ludhiana,Student,MA
21043,Male,32.0,Thane,Student,B.Ed
21055,Female,33.0,Kalyan,Student,MSc
21061,Female,29.0,Agra,Student,LLB
21066,Male,32.0,Ludhiana,Student,MBA
21073,Male,21.0,Ghaziabad,Student,B.Com
21080,Female,21.0,Visakhapatnam,Student,BA
21088,Male,26.0,Ghaziabad,Student,B.Arch
21091,Male,27.0,Patna,Student,B.Ed
21100,Male,24.0,Hyderabad,Student,BHM
21106,Female,31.0,Mumbai,Student,MD
21115,Male,24.0,Hyderabad,Student,MCA
21116,Female,24.0,Vasai-Virar,Student,BA
21117,Female,28.0,Srinagar,Student,B.Arch
21121,Male,32.0,Agra,Student,MD
21124,Male,30.0,Nagpur,Student,B.Com
21130,Female,24.0,Agra,Student,B.Ed
21138,Female,22.0,Vasai-Virar,Student,B.Com
21140,Male,20.0,Meerut,Student,'Class 12'
21146,Female,24.0,Visakhapatnam,Student,BSc
21150,Male,19.0,Kalyan,Student,'Class 12'
21153,Female,27.0,Thane,Student,M.Com
21155,Female,32.0,Bhopal,Student,MBBS
21158,Male,28.0,Agra,Student,B.Com
21167,Female,25.0,Nagpur,Student,B.Ed
21168,Female,24.0,Agra,Student,B.Pharm
21170,Male,33.0,Lucknow,Student,MCA
21174,Female,33.0,Kalyan,Student,M.Pharm
21180,Male,29.0,Kolkata,Student,BCA
21182,Female,34.0,Kalyan,Student,MBA
21187,Female,29.0,Bhopal,Student,B.Pharm
21189,Male,30.0,Vasai-Virar,Student,B.Arch
21193,Male,27.0,Nashik,Student,M.Tech
21200,Male,29.0,Surat,Student,'Class 12'
21201,Male,26.0,Agra,Student,B.Com
21216,Female,24.0,Kalyan,Student,MBBS
21219,Female,24.0,Kanpur,Student,B.Pharm
21220,Male,33.0,Delhi,Student,B.Tech
21236,Male,28.0,Kolkata,Student,M.Pharm
21238,Male,27.0,Surat,Student,MSc
21256,Male,18.0,Varanasi,Student,'Class 12'
21266,Male,24.0,Kolkata,Student,BSc
21279,Male,32.0,Varanasi,Student,B.Com
21286,Male,33.0,Vasai-Virar,Student,BA
21304,Male,20.0,Srinagar,Student,'Class 12'
21305,Female,28.0,Surat,Student,MBBS
21306,Female,25.0,Lucknow,Student,BCA
21331,Male,24.0,Hyderabad,Student,'Class 12'
21333,Male,21.0,Meerut,Student,B.Tech
21334,Male,34.0,Hyderabad,Student,BBA
21343,Male,18.0,Surat,Student,'Class 12'
21352,Male,31.0,Ahmedabad,Student,'Class 12'
21353,Male,24.0,Bhopal,Student,MBBS
21357,Female,33.0,Nashik,Student,'Class 12'
21360,Male,20.0,Hyderabad,Student,'Class 12'
21374,Male,25.0,Jaipur,Student,B.Ed
21385,Male,25.0,Vasai-Virar,Student,BCA
21392,Female,29.0,Patna,Student,LLB
21404,Male,33.0,Mumbai,Student,MSc
21407,Male,18.0,Hyderabad,Student,'Class 12'
21424,Male,18.0,Srinagar,Student,'Class 12'
21433,Female,19.0,Chennai,Student,'Class 12'
21434,Male,20.0,Hyderabad,Student,'Class 12'
21439,Female,29.0,Srinagar,Student,M.Com
21448,Male,34.0,Kolkata,Student,MSc
21450,Male,29.0,Patna,Student,B.Pharm
21458,Female,21.0,Pune,Student,B.Arch
21465,Female,25.0,Kanpur,Student,BCA
21471,Male,33.0,Srinagar,Student,BHM
21480,Male,27.0,Bhopal,Student,MHM
21482,Female,20.0,Patna,Student,'Class 12'
21485,Male,25.0,Visakhapatnam,Student,M.Pharm
21488,Male,29.0,Rajkot,Student,BCA
21496,Male,33.0,Srinagar,Student,BSc
21497,Male,22.0,Agra,Student,B.Ed
21501,Male,27.0,Bhopal,Student,BBA
21504,Male,28.0,Kalyan,Student,BBA
21505,Male,31.0,Patna,Student,B.Tech
21510,Female,27.0,Jaipur,Student,BSc
21526,Male,30.0,Chennai,Student,MBBS
21527,Female,20.0,Jaipur,Student,'Class 12'
21531,Male,33.0,Meerut,Student,MA
21532,Male,27.0,Faridabad,Student,'Class 12'
21539,Male,34.0,Kolkata,Student,MCA
21540,Female,18.0,Chennai,Student,'Class 12'
21541,Female,32.0,Vasai-Virar,Student,LLB
21544,Female,23.0,Kalyan,Student,BBA
21545,Male,33.0,Ludhiana,Student,MD
21553,Male,27.0,Ludhiana,Student,B.Ed
21554,Male,19.0,Faridabad,Student,'Class 12'
21563,Male,31.0,Patna,Student,PhD
21564,Female,19.0,Bhopal,Student,'Class 12'
21567,Male,31.0,Ludhiana,Student,B.Com
21571,Male,24.0,Patna,Student,LLB
21572,Male,31.0,Pune,Student,BA
21573,Male,23.0,Patna,Student,BSc
21575,Male,26.0,Visakhapatnam,Student,MCA
21582,Male,29.0,Ludhiana,Student,LLM
21585,Male,32.0,Agra,Student,B.Tech
21595,Male,25.0,Visakhapatnam,Student,B.Arch
21603,Female,31.0,Bangalore,Student,B.Com
21608,Female,29.0,Lucknow,Student,B.Ed
21610,Male,28.0,Bhopal,Student,BE
21621,Male,24.0,Ahmedabad,Student,B.Tech
21624,Female,21.0,Pune,Student,MCA
21626,Female,27.0,Kanpur,Student,B.Pharm
21632,Male,31.0,Patna,Student,'Class 12'
21641,Male,18.0,Hyderabad,Student,'Class 12'
21643,Male,25.0,Vasai-Virar,Student,MD
21645,Female,34.0,Ludhiana,Student,MHM
